Country,Date,TestNo,reference URL,publisher,publication date,archived URL,retrieved,Notes
Slovenia,23/03/2020,13499,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,22/03/2020,13300,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,21/03/2020,12569,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,20/03/2020,11697,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,19/03/2020,10455,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,18/03/2020,9271,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,17/03/2020,8245,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,16/03/2020,7124,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,15/03/2020,6253,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,14/03/2020,5663,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,13/03/2020,4747,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,12/03/2020,3550,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,11/03/2020,2505,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,10/03/2020,1756,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,09/03/2020,1214,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,08/03/2020,847,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,07/03/2020,609,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,06/03/2020,432,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,05/03/2020,154,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
Slovenia,04/03/2020,51,https://www.nijz.si/sl/dnevno-spremljanje-okuzb-s-sars-cov-2-covid-19,Nacionalni inštitut za javno zdravje,23/03/2020,,,
